"benchmark","logging_algorithm","database","VFS","phase","scale_factor","value","unit","test-specific-info","threads","bloom_filter"
______________________________________________________
			New test run
______________________________________________________
"SSB","SQLite","SQLite","PMem","evaluation","5","1.78343","s","q2.3","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","5","4.44689","s","q3.1","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","5","1.72218","s","q3.2","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","5","1.58358","s","q3.3","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","5","1.57841","s","q3.4","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","5","3.44396","s","q4.1","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","5","2.99302","s","q4.2","1","1"
"SSB","SQLite","SQLite","PMem","evaluation","5","2.2152","s","q4.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","5.41317","s","q1.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","3.75065","s","q1.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","3.04363","s","q1.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","52.8756","s","q2.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","52.3766","s","q2.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","51.7248","s","q2.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","27.4238","s","q3.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","19.7688","s","q3.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","19.1034","s","q3.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","19.0276","s","q3.4","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","29.4581","s","q4.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","21.2968","s","q4.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","18.7323","s","q4.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","5.32972","s","q1.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","3.74174","s","q1.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","3.03882","s","q1.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","53.3258","s","q2.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","53.1176","s","q2.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","52.5161","s","q2.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","27.5698","s","q3.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","19.5879","s","q3.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","18.9901","s","q3.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","19.0143","s","q3.4","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","30.0709","s","q4.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","21.5555","s","q4.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","18.8594","s","q4.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","5.22823","s","q1.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","3.70055","s","q1.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","3.00883","s","q1.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","52.5516","s","q2.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","52.2142","s","q2.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","52.0439","s","q2.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","27.3236","s","q3.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","19.2709","s","q3.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","18.5751","s","q3.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","18.5456","s","q3.4","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","29.6514","s","q4.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","21.2973","s","q4.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","18.4302","s","q4.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","5","5.41916","s","q1.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.36018","s","q1.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.23032","s","q1.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","3.68497","s","q2.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.51303","s","q2.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.2442","s","q2.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","7.69622","s","q3.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.30682","s","q3.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.02219","s","q3.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","1.98976","s","q3.4","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","6.1256","s","q4.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","4.31064","s","q4.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.71414","s","q4.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","5.39914","s","q1.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.42579","s","q1.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.29104","s","q1.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","3.66965","s","q2.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.50523","s","q2.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.24267","s","q2.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","7.67521","s","q3.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.29344","s","q3.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.01117","s","q3.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","1.99047","s","q3.4","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","6.02405","s","q4.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","4.32724","s","q4.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.71415","s","q4.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","5.46503","s","q1.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.38131","s","q1.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.24952","s","q1.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","3.7003","s","q2.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.51207","s","q2.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.24086","s","q2.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","7.7036","s","q3.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.29821","s","q3.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.01871","s","q3.3","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","1.99169","s","q3.4","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","6.08449","s","q4.1","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","4.30155","s","q4.2","1","1"
"SSB","SQLite","SQLite","unix","evaluation","5","2.70798","s","q4.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.75577","s","q1.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.2876","s","q1.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.06368","s","q1.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","18.9559","s","q2.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","19.2314","s","q2.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","18.8065","s","q2.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","11.2657","s","q3.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","7.55354","s","q3.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","7.55408","s","q3.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","7.48992","s","q3.4","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","11.6395","s","q4.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","8.49078","s","q4.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","7.4092","s","q4.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.69989","s","q1.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.24735","s","q1.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.03846","s","q1.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","18.3907","s","q2.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","18.748","s","q2.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","18.304","s","q2.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","10.877","s","q3.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","7.31619","s","q3.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","7.32798","s","q3.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","7.28621","s","q3.4","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","11.2923","s","q4.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","8.17817","s","q4.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","7.11368","s","q4.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.70256","s","q1.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.25113","s","q1.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.04153","s","q1.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","18.4839","s","q2.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","18.7015","s","q2.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","18.2955","s","q2.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","10.8862","s","q3.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","7.45218","s","q3.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","7.37055","s","q3.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","7.34783","s","q3.4","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","11.3515","s","q4.1","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","8.18664","s","q4.2","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","7.11311","s","q4.3","1","0"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.84435","s","q1.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.84243","s","q1.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.80283","s","q1.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.37589","s","q2.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.86918","s","q2.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.79272","s","q2.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","4.28255","s","q3.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.68845","s","q3.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.54675","s","q3.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.57484","s","q3.4","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","3.37255","s","q4.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.96822","s","q4.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.20847","s","q4.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.82379","s","q1.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.81404","s","q1.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.76861","s","q1.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.34513","s","q2.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.8698","s","q2.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.75454","s","q2.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","4.28926","s","q3.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.69293","s","q3.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.55921","s","q3.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.54887","s","q3.4","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","3.39278","s","q4.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.97313","s","q4.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.18881","s","q4.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.83401","s","q1.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.81535","s","q1.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.77118","s","q1.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.36366","s","q2.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.8705","s","q2.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.75711","s","q2.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","4.2944","s","q3.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.68301","s","q3.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.54675","s","q3.3","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","1.54128","s","q3.4","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","3.38464","s","q4.1","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.9619","s","q4.2","1","1"
"SSB","SQLite","msc-dense","PMem","evaluation","5","2.19007","s","q4.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.70718","s","q1.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.25672","s","q1.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.04226","s","q1.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","18.3937","s","q2.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","18.66","s","q2.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","18.2832","s","q2.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","10.9924","s","q3.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","7.40473","s","q3.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","7.34619","s","q3.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","7.32197","s","q3.4","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","11.4366","s","q4.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","8.31201","s","q4.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","7.17249","s","q4.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.69105","s","q1.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.33607","s","q1.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.03419","s","q1.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","18.2684","s","q2.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","18.6248","s","q2.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","18.1881","s","q2.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","10.793","s","q3.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","7.27552","s","q3.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","7.27647","s","q3.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","7.23733","s","q3.4","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","11.3092","s","q4.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","8.41333","s","q4.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","7.0966","s","q4.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.69164","s","q1.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.24892","s","q1.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.03551","s","q1.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","18.3183","s","q2.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","18.6604","s","q2.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","18.3048","s","q2.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","10.8414","s","q3.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","7.32199","s","q3.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","7.3194","s","q3.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","7.27756","s","q3.4","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","11.3361","s","q4.1","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","8.14247","s","q4.2","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","7.12561","s","q4.3","1","0"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.82324","s","q1.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.81188","s","q1.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.76907","s","q1.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.3453","s","q2.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.86922","s","q2.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.75603","s","q2.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","4.29785","s","q3.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.6927","s","q3.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.54765","s","q3.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.54036","s","q3.4","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","3.39795","s","q4.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.95981","s","q4.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.19185","s","q4.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.8582","s","q1.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.83277","s","q1.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.79045","s","q1.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.37394","s","q2.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.87139","s","q2.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.76324","s","q2.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","4.2948","s","q3.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.68738","s","q3.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.54925","s","q3.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.54187","s","q3.4","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","3.39678","s","q4.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.96709","s","q4.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.19481","s","q4.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.82635","s","q1.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.81411","s","q1.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.76863","s","q1.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.34792","s","q2.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.86881","s","q2.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.75705","s","q2.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","4.28607","s","q3.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.69262","s","q3.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.54757","s","q3.3","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","1.53904","s","q3.4","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","3.3985","s","q4.1","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.96125","s","q4.2","1","1"
"SSB","SQLite","msc-large","PMem","evaluation","5","2.34561","s","q4.3","1","1"
"SSB","DuckDB","DuckDB","none","evaluation","5","0.497998","s","q1.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.460793","s","q1.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.414371","s","q1.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.450542","s","q2.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.332734","s","q2.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.294846","s","q2.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.525325","s","q3.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.279374","s","q3.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.240238","s","q3.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.238918","s","q3.4","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.736355","s","q4.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.716475","s","q4.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.404294","s","q4.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.49247","s","q1.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.46078","s","q1.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.414272","s","q1.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.440644","s","q2.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.330172","s","q2.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.294596","s","q2.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.522655","s","q3.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.279093","s","q3.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.240574","s","q3.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.237914","s","q3.4","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.732672","s","q4.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.718292","s","q4.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.405927","s","q4.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.493388","s","q1.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.461743","s","q1.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.414571","s","q1.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.445253","s","q2.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.340233","s","q2.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.295427","s","q2.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.521846","s","q3.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.277634","s","q3.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.240271","s","q3.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.237313","s","q3.4","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.732839","s","q4.1","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.716716","s","q4.2","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.404262","s","q4.3","1",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.24516","s","q1.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.235709","s","q1.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.22137","s","q1.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.248348","s","q2.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.173052","s","q2.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.15543","s","q2.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.273962","s","q3.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.144926","s","q3.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.125652","s","q3.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.124316","s","q3.4","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.384675","s","q4.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.376661","s","q4.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.207171","s","q4.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.245306","s","q1.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.23576","s","q1.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.209743","s","q1.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.241844","s","q2.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.173361","s","q2.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.153985","s","q2.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.273162","s","q3.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.146586","s","q3.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.126415","s","q3.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.124895","s","q3.4","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.385291","s","q4.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.377865","s","q4.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.207679","s","q4.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.245054","s","q1.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.235633","s","q1.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.210357","s","q1.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.242716","s","q2.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.172394","s","q2.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.155696","s","q2.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.274522","s","q3.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.145144","s","q3.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.125859","s","q3.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.124592","s","q3.4","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.386152","s","q4.1","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.376764","s","q4.2","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.207675","s","q4.3","2",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.124019","s","q1.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.138312","s","q1.2","4",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.126053","s","q1.3","4",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.12038","s","q2.1","4",""
"SSB","DuckDB","DuckDB","none","evaluation","5","0.113562","s","q2.2","4",""
